Id,ActivityHour,mean_METs,total_METs,TotalIntensity,AverageIntensity,Calories,StepTotal,day_of_week,n_day_of_week,hour_of_day,date,Is_weekend,Cluster
Persona_26,2016-05-04 23:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Wednesday,2,23,2016-05-04,False,Cluster1
Persona_27,2016-05-04 20:00:00,11.883333333333333,713.0,0.0,0.0,81.0,0.0,Wednesday,2,20,2016-05-04,False,Cluster1
Persona_26,2016-04-15 14:00:00,10.95,657.0,2.0,0.033333,71.0,24.0,Friday,4,14,2016-04-15,False,Cluster1
Persona_27,2016-04-22 18:00:00,50.73333333333333,3044.0,92.0,1.533333,344.0,2810.0,Friday,4,18,2016-04-22,False,Cluster1
Persona_26,2016-04-17 23:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Sunday,6,23,2016-04-17,True,Cluster1
Persona_27,2016-05-04 17:00:00,86.86666666666666,5212.0,151.0,2.516667,590.0,6091.0,Wednesday,2,17,2016-05-04,False,Cluster1
Persona_29,2016-04-13 20:00:00,11.833333333333334,710.0,6.0,0.1,70.0,142.0,Wednesday,2,20,2016-04-13,False,Cluster1
Persona_26,2016-05-04 17:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Wednesday,2,17,2016-05-04,False,Cluster1
Persona_29,2016-04-28 21:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Thursday,3,21,2016-04-28,False,Cluster1
Persona_29,2016-04-22 20:00:00,13.266666666666667,796.0,8.0,0.133333,79.0,304.0,Friday,4,20,2016-04-22,False,Cluster1
Persona_9,2016-04-17 23:00:00,10.033333333333331,602.0,0.0,0.0,57.0,0.0,Sunday,6,23,2016-04-17,True,Cluster1
Persona_9,2016-04-28 21:00:00,11.85,711.0,5.0,0.083333,67.0,43.0,Thursday,3,21,2016-04-28,False,Cluster1
Persona_26,2016-05-04 16:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Wednesday,2,16,2016-05-04,False,Cluster1
Persona_9,2016-04-25 20:00:00,17.783333333333335,1067.0,23.0,0.383333,100.0,429.0,Monday,0,20,2016-04-25,False,Cluster1
Persona_9,2016-04-13 20:00:00,15.233333333333333,914.0,15.0,0.25,86.0,489.0,Wednesday,2,20,2016-04-13,False,Cluster1
Persona_9,2016-04-22 20:00:00,11.85,711.0,5.0,0.083333,67.0,79.0,Friday,4,20,2016-04-22,False,Cluster1
Persona_27,2016-04-22 20:00:00,13.65,819.0,3.0,0.05,93.0,59.0,Friday,4,20,2016-04-22,False,Cluster1
Persona_26,2016-04-22 20:00:00,18.216666666666665,1093.0,21.0,0.35,118.0,619.0,Friday,4,20,2016-04-22,False,Cluster1
Persona_27,2016-05-04 16:00:00,20.73333333333333,1244.0,24.0,0.4,141.0,904.0,Wednesday,2,16,2016-05-04,False,Cluster1
Persona_29,2016-04-15 14:00:00,11.4,684.0,5.0,0.083333,68.0,85.0,Friday,4,14,2016-04-15,False,Cluster1
Persona_29,2016-04-17 23:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Sunday,6,23,2016-04-17,True,Cluster1
Persona_27,2016-04-15 14:00:00,13.95,837.0,9.0,0.15,95.0,309.0,Friday,4,14,2016-04-15,False,Cluster1
Persona_9,2016-04-28 20:00:00,14.083333333333334,845.0,13.0,0.216667,79.0,130.0,Thursday,3,20,2016-04-28,False,Cluster1
Persona_29,2016-04-28 20:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Thursday,3,20,2016-04-28,False,Cluster1
Persona_27,2016-05-04 19:00:00,16.666666666666668,1000.0,14.0,0.233333,113.0,262.0,Wednesday,2,19,2016-05-04,False,Cluster1
Persona_9,2016-04-15 14:00:00,13.05,783.0,8.0,0.133333,74.0,131.0,Friday,4,14,2016-04-15,False,Cluster1
Persona_27,2016-04-22 19:00:00,34.43333333333333,2066.0,61.0,1.016667,234.0,1595.0,Friday,4,19,2016-04-22,False,Cluster1
Persona_26,2016-05-04 19:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Wednesday,2,19,2016-05-04,False,Cluster1
Persona_26,2016-04-22 19:00:00,41.23333333333333,2474.0,87.0,1.45,267.0,1624.0,Friday,4,19,2016-04-22,False,Cluster1
Persona_26,2016-04-25 20:00:00,20.98333333333333,1259.0,28.0,0.466667,136.0,679.0,Monday,0,20,2016-04-25,False,Cluster1
Persona_26,2016-05-04 18:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Wednesday,2,18,2016-05-04,False,Cluster1
Persona_27,2016-05-04 18:00:00,25.4,1524.0,34.0,0.566667,172.0,877.0,Wednesday,2,18,2016-05-04,False,Cluster1
Persona_29,2016-04-13 19:00:00,10.6,636.0,2.0,0.033333,63.0,22.0,Wednesday,2,19,2016-04-13,False,Cluster1
Persona_9,2016-04-22 19:00:00,10.883333333333333,653.0,2.0,0.033333,61.0,13.0,Friday,4,19,2016-04-22,False,Cluster1
Persona_27,2016-04-19 08:00:00,12.95,777.0,4.0,0.066667,88.0,159.0,Tuesday,1,8,2016-04-19,False,Cluster1
Persona_29,2016-04-25 20:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Monday,0,20,2016-04-25,False,Cluster1
Persona_29,2016-04-22 19:00:00,11.666666666666666,700.0,6.0,0.1,69.0,149.0,Friday,4,19,2016-04-22,False,Cluster1
Persona_29,2016-04-13 18:00:00,10.233333333333333,614.0,1.0,0.016667,61.0,0.0,Wednesday,2,18,2016-04-13,False,Cluster1
Persona_29,2016-04-25 22:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Monday,0,22,2016-04-25,False,Cluster1
Persona_29,2016-04-22 16:00:00,11.533333333333331,692.0,6.0,0.1,69.0,58.0,Friday,4,16,2016-04-22,False,Cluster1
Persona_27,2016-05-05 00:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Thursday,3,0,2016-05-05,False,Cluster1
Persona_9,2016-04-22 13:00:00,17.066666666666666,1024.0,21.0,0.35,96.0,411.0,Friday,4,13,2016-04-22,False,Cluster1
Persona_9,2016-04-18 01:00:00,10.066666666666666,604.0,0.0,0.0,57.0,0.0,Monday,0,1,2016-04-18,False,Cluster1
Persona_26,2016-05-05 06:00:00,22.716666666666665,1363.0,32.0,0.533333,147.0,752.0,Thursday,3,6,2016-05-05,False,Cluster1
Persona_27,2016-04-16 18:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Saturday,5,18,2016-04-16,True,Cluster1
Persona_26,2016-04-22 13:00:00,17.633333333333333,1058.0,18.0,0.3,114.0,236.0,Friday,4,13,2016-04-22,False,Cluster1
Persona_26,2016-04-25 22:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Monday,0,22,2016-04-25,False,Cluster1
Persona_29,2016-04-15 15:00:00,10.7,642.0,3.0,0.05,64.0,0.0,Friday,4,15,2016-04-15,False,Cluster1
Persona_27,2016-05-05 06:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Thursday,3,6,2016-05-05,False,Cluster1
Persona_26,2016-04-28 17:00:00,13.5,810.0,9.0,0.15,88.0,203.0,Thursday,3,17,2016-04-28,False,Cluster1
Persona_9,2016-04-16 18:00:00,31.966666666666665,1918.0,40.0,0.666667,180.0,2139.0,Saturday,5,18,2016-04-16,True,Cluster1
Persona_27,2016-04-28 18:00:00,42.43333333333333,2546.0,64.0,1.066667,288.0,2424.0,Thursday,3,18,2016-04-28,False,Cluster1
Persona_27,2016-04-22 14:00:00,11.633333333333333,698.0,4.0,0.066667,79.0,138.0,Friday,4,14,2016-04-22,False,Cluster1
Persona_9,2016-04-13 16:00:00,16.083333333333332,965.0,16.0,0.266667,91.0,311.0,Wednesday,2,16,2016-04-13,False,Cluster1
Persona_9,2016-04-22 14:00:00,16.2,972.0,18.0,0.3,91.0,276.0,Friday,4,14,2016-04-22,False,Cluster1
Persona_26,2016-05-05 05:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Thursday,3,5,2016-05-05,False,Cluster1
Persona_29,2016-04-13 16:00:00,10.733333333333333,644.0,3.0,0.05,64.0,13.0,Wednesday,2,16,2016-04-13,False,Cluster1
Persona_26,2016-05-05 07:00:00,39.78333333333333,2387.0,92.0,1.533333,258.0,2793.0,Thursday,3,7,2016-05-05,False,Cluster1
Persona_27,2016-04-13 16:00:00,19.133333333333333,1148.0,19.0,0.316667,130.0,773.0,Wednesday,2,16,2016-04-13,False,Cluster1
Persona_29,2016-04-28 16:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Thursday,3,16,2016-04-28,False,Cluster1
Persona_9,2016-04-28 17:00:00,13.916666666666666,835.0,13.0,0.216667,79.0,178.0,Thursday,3,17,2016-04-28,False,Cluster1
Persona_26,2016-05-05 08:00:00,50.4,3024.0,114.0,1.9,327.0,4094.0,Thursday,3,8,2016-05-05,False,Cluster1
Persona_26,2016-04-22 12:00:00,16.316666666666666,979.0,18.0,0.3,106.0,301.0,Friday,4,12,2016-04-22,False,Cluster1
Persona_27,2016-04-22 12:00:00,15.083333333333334,905.0,11.0,0.183333,102.0,353.0,Friday,4,12,2016-04-22,False,Cluster1
Persona_29,2016-04-13 15:00:00,13.9,834.0,11.0,0.183333,83.0,317.0,Wednesday,2,15,2016-04-13,False,Cluster1
Persona_27,2016-04-22 13:00:00,11.583333333333334,695.0,4.0,0.066667,79.0,125.0,Friday,4,13,2016-04-22,False,Cluster1
Persona_27,2016-05-05 08:00:00,16.0,960.0,13.0,0.216667,109.0,387.0,Thursday,3,8,2016-05-05,False,Cluster1
Persona_27,2016-04-28 17:00:00,55.36666666666667,3322.0,134.0,2.233333,376.0,1363.0,Thursday,3,17,2016-04-28,False,Cluster1
Persona_26,2016-04-18 01:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Monday,0,1,2016-04-18,False,Cluster1
Persona_27,2016-05-05 07:00:00,18.15,1089.0,14.0,0.233333,123.0,389.0,Thursday,3,7,2016-05-05,False,Cluster1
Persona_29,2016-04-22 13:00:00,16.5,990.0,18.0,0.3,98.0,616.0,Friday,4,13,2016-04-22,False,Cluster1
Persona_29,2016-04-18 01:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Monday,0,1,2016-04-18,False,Cluster1
Persona_26,2016-04-13 16:00:00,27.566666666666663,1654.0,41.0,0.683333,179.0,1391.0,Wednesday,2,16,2016-04-13,False,Cluster1
Persona_29,2016-04-28 17:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Thursday,3,17,2016-04-28,False,Cluster1
Persona_27,2016-05-05 05:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Thursday,3,5,2016-05-05,False,Cluster1
Persona_26,2016-04-22 14:00:00,14.95,897.0,14.0,0.233333,97.0,190.0,Friday,4,14,2016-04-22,False,Cluster1
Persona_9,2016-04-25 22:00:00,16.25,975.0,17.0,0.283333,92.0,455.0,Monday,0,22,2016-04-25,False,Cluster1
Persona_26,2016-04-22 15:00:00,14.466666666666669,868.0,10.0,0.166667,94.0,266.0,Friday,4,15,2016-04-22,False,Cluster1
Persona_29,2016-04-22 15:00:00,11.733333333333333,704.0,6.0,0.1,70.0,120.0,Friday,4,15,2016-04-22,False,Cluster1
Persona_26,2016-04-16 18:00:00,19.883333333333333,1193.0,23.0,0.383333,129.0,592.0,Saturday,5,18,2016-04-16,True,Cluster1
Persona_26,2016-04-22 16:00:00,35.88333333333333,2153.0,58.0,0.966667,233.0,1780.0,Friday,4,16,2016-04-22,False,Cluster1
Persona_9,2016-04-28 18:00:00,22.516666666666666,1351.0,25.0,0.416667,127.0,1067.0,Thursday,3,18,2016-04-28,False,Cluster1
Persona_27,2016-04-18 00:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Monday,0,0,2016-04-18,False,Cluster1
Persona_27,2016-05-05 02:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Thursday,3,2,2016-05-05,False,Cluster1
Persona_27,2016-04-15 15:00:00,11.483333333333333,689.0,3.0,0.05,78.0,85.0,Friday,4,15,2016-04-15,False,Cluster1
Persona_9,2016-04-25 21:00:00,13.666666666666666,820.0,10.0,0.166667,77.0,165.0,Monday,0,21,2016-04-25,False,Cluster1
Persona_26,2016-05-05 01:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Thursday,3,1,2016-05-05,False,Cluster1
Persona_27,2016-05-05 01:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Thursday,3,1,2016-05-05,False,Cluster1
Persona_9,2016-04-13 18:00:00,24.766666666666666,1486.0,35.0,0.583333,140.0,1280.0,Wednesday,2,18,2016-04-13,False,Cluster1
Persona_26,2016-05-05 00:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Thursday,3,0,2016-05-05,False,Cluster1
Persona_9,2016-04-22 16:00:00,14.2,852.0,14.0,0.233333,80.0,184.0,Friday,4,16,2016-04-22,False,Cluster1
Persona_27,2016-04-13 17:00:00,54.85,3291.0,124.0,2.066667,372.0,723.0,Wednesday,2,17,2016-04-13,False,Cluster1
Persona_26,2016-05-05 02:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Thursday,3,2,2016-05-05,False,Cluster1
Persona_9,2016-04-22 15:00:00,16.15,969.0,19.0,0.316667,91.0,315.0,Friday,4,15,2016-04-22,False,Cluster1
Persona_29,2016-04-25 21:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Monday,0,21,2016-04-25,False,Cluster1
Persona_27,2016-04-25 22:00:00,11.233333333333333,674.0,3.0,0.05,76.0,23.0,Monday,0,22,2016-04-25,False,Cluster1
Persona_29,2016-04-22 14:00:00,15.033333333333331,902.0,17.0,0.283333,89.0,341.0,Friday,4,14,2016-04-22,False,Cluster1
Persona_26,2016-04-13 17:00:00,17.016666666666666,1021.0,14.0,0.233333,110.0,229.0,Wednesday,2,17,2016-04-13,False,Cluster1
Persona_29,2016-04-28 18:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Thursday,3,18,2016-04-28,False,Cluster1
Persona_29,2016-04-13 17:00:00,13.0,780.0,9.0,0.15,77.0,207.0,Wednesday,2,17,2016-04-13,False,Cluster1
Persona_9,2016-04-15 15:00:00,11.216666666666669,673.0,2.0,0.033333,63.0,15.0,Friday,4,15,2016-04-15,False,Cluster1
Persona_26,2016-05-05 04:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Thursday,3,4,2016-05-05,False,Cluster1
Persona_27,2016-05-05 04:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Thursday,3,4,2016-05-05,False,Cluster1
Persona_27,2016-04-22 15:00:00,14.333333333333334,860.0,11.0,0.183333,97.0,323.0,Friday,4,15,2016-04-22,False,Cluster1
Persona_27,2016-05-05 03:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Thursday,3,3,2016-05-05,False,Cluster1
Persona_27,2016-04-18 01:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Monday,0,1,2016-04-18,False,Cluster1
Persona_26,2016-04-28 18:00:00,16.016666666666666,961.0,17.0,0.283333,104.0,363.0,Thursday,3,18,2016-04-28,False,Cluster1
Persona_26,2016-04-15 15:00:00,13.116666666666667,787.0,7.0,0.116667,85.0,105.0,Friday,4,15,2016-04-15,False,Cluster1
Persona_9,2016-04-13 17:00:00,12.9,774.0,8.0,0.133333,73.0,122.0,Wednesday,2,17,2016-04-13,False,Cluster1
Persona_26,2016-05-05 03:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Thursday,3,3,2016-05-05,False,Cluster1
Persona_27,2016-04-22 16:00:00,20.4,1224.0,22.0,0.366667,139.0,955.0,Friday,4,16,2016-04-22,False,Cluster1
Persona_9,2016-04-26 01:00:00,10.183333333333334,611.0,0.0,0.0,57.0,0.0,Tuesday,1,1,2016-04-26,False,Cluster1
Persona_26,2016-04-16 21:00:00,11.166666666666666,670.0,3.0,0.05,72.0,25.0,Saturday,5,21,2016-04-16,True,Cluster1
Persona_26,2016-05-03 02:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Tuesday,1,2,2016-05-03,False,Cluster1
Persona_27,2016-04-14 20:00:00,15.016666666666667,901.0,10.0,0.166667,102.0,249.0,Thursday,3,20,2016-04-14,False,Cluster1
Persona_27,2016-04-24 13:00:00,10.583333333333334,635.0,0.0,0.0,72.0,0.0,Sunday,6,13,2016-04-24,True,Cluster1
Persona_9,2016-04-14 20:00:00,11.416666666666666,685.0,2.0,0.033333,64.0,53.0,Thursday,3,20,2016-04-14,False,Cluster1
Persona_26,2016-05-01 03:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Sunday,6,3,2016-05-01,True,Cluster1
Persona_27,2016-04-17 00:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Sunday,6,0,2016-04-17,True,Cluster1
Persona_26,2016-04-29 22:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Friday,4,22,2016-04-29,False,Cluster1
Persona_9,2016-04-24 13:00:00,23.95,1437.0,29.0,0.483333,135.0,973.0,Sunday,6,13,2016-04-24,True,Cluster1
Persona_27,2016-04-24 14:00:00,20.33333333333333,1220.0,25.0,0.416667,138.0,494.0,Sunday,6,14,2016-04-24,True,Cluster1
Persona_27,2016-04-29 22:00:00,16.583333333333332,995.0,13.0,0.216667,113.0,245.0,Friday,4,22,2016-04-29,False,Cluster1
Persona_9,2016-04-24 14:00:00,15.716666666666669,943.0,17.0,0.283333,89.0,256.0,Sunday,6,14,2016-04-24,True,Cluster1
Persona_27,2016-05-01 03:00:00,10.1,606.0,0.0,0.0,69.0,0.0,Sunday,6,3,2016-05-01,True,Cluster1
Persona_9,2016-04-17 06:00:00,10.0,600.0,0.0,0.0,56.0,0.0,Sunday,6,6,2016-04-17,True,Cluster1
Persona_26,2016-04-17 06:00:00,15.3,918.0,13.0,0.216667,99.0,422.0,Sunday,6,6,2016-04-17,True,Cluster1
Persona_26,2016-05-01 02:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Sunday,6,2,2016-05-01,True,Cluster1
Persona_9,2016-04-25 06:00:00,10.8,648.0,2.0,0.033333,61.0,16.0,Monday,0,6,2016-04-25,False,Cluster1
Persona_29,2016-04-15 05:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Friday,4,5,2016-04-15,False,Cluster1
Persona_29,2016-04-29 21:00:00,15.333333333333334,920.0,15.0,0.25,91.0,362.0,Friday,4,21,2016-04-29,False,Cluster1
Persona_29,2016-04-14 19:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Thursday,3,19,2016-04-14,False,Cluster1
Persona_26,2016-05-01 06:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Sunday,6,6,2016-05-01,True,Cluster1
Persona_27,2016-05-01 06:00:00,10.05,603.0,0.0,0.0,68.0,0.0,Sunday,6,6,2016-05-01,True,Cluster1
Persona_26,2016-04-29 21:00:00,20.016666666666666,1201.0,26.0,0.433333,130.0,713.0,Friday,4,21,2016-04-29,False,Cluster1
Persona_29,2016-04-24 12:00:00,25.066666666666663,1504.0,32.0,0.533333,149.0,1613.0,Sunday,6,12,2016-04-24,True,Cluster1
Persona_27,2016-04-25 06:00:00,10.216666666666669,613.0,0.0,0.0,69.0,0.0,Monday,0,6,2016-04-25,False,Cluster1
Persona_26,2016-05-01 05:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Sunday,6,5,2016-05-01,True,Cluster1
Persona_26,2016-05-01 04:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Sunday,6,4,2016-05-01,True,Cluster1
Persona_26,2016-04-24 13:00:00,34.416666666666664,2065.0,54.0,0.9,223.0,1831.0,Sunday,6,13,2016-04-24,True,Cluster1
Persona_27,2016-04-29 21:00:00,14.35,861.0,11.0,0.183333,97.0,285.0,Friday,4,21,2016-04-29,False,Cluster1
Persona_26,2016-04-14 19:00:00,33.833333333333336,2030.0,52.0,0.866667,219.0,1452.0,Thursday,3,19,2016-04-14,False,Cluster1
Persona_29,2016-04-17 07:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Sunday,6,7,2016-04-17,True,Cluster1
Persona_29,2016-04-24 13:00:00,17.0,1020.0,17.0,0.283333,101.0,399.0,Sunday,6,13,2016-04-24,True,Cluster1
Persona_27,2016-05-01 04:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Sunday,6,4,2016-05-01,True,Cluster1
Persona_9,2016-04-14 19:00:00,12.733333333333333,764.0,8.0,0.133333,72.0,137.0,Thursday,3,19,2016-04-14,False,Cluster1
Persona_27,2016-05-01 05:00:00,10.016666666666667,601.0,0.0,0.0,68.0,0.0,Sunday,6,5,2016-05-01,True,Cluster1
Persona_26,2016-04-24 12:00:00,25.78333333333333,1547.0,38.0,0.633333,167.0,825.0,Sunday,6,12,2016-04-24,True,Cluster1
Persona_29,2016-04-24 14:00:00,11.733333333333333,704.0,4.0,0.066667,70.0,173.0,Sunday,6,14,2016-04-24,True,Cluster1
Persona_29,2016-04-25 06:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Monday,0,6,2016-04-25,False,Cluster1
Persona_29,2016-04-25 05:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Monday,0,5,2016-04-25,False,Cluster1
Persona_29,2016-04-24 15:00:00,11.233333333333333,674.0,4.0,0.066667,67.0,66.0,Sunday,6,15,2016-04-24,True,Cluster1
Persona_29,2016-04-14 21:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Thursday,3,21,2016-04-14,False,Cluster1
Persona_26,2016-04-24 16:00:00,18.1,1086.0,17.0,0.283333,117.0,340.0,Sunday,6,16,2016-04-24,True,Cluster1
Persona_29,2016-04-24 16:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Sunday,6,16,2016-04-24,True,Cluster1
Persona_27,2016-04-30 23:00:00,32.86666666666667,1972.0,54.0,0.9,223.0,1464.0,Saturday,5,23,2016-04-30,True,Cluster1
Persona_27,2016-05-01 00:00:00,12.416666666666666,745.0,5.0,0.083333,84.0,68.0,Sunday,6,0,2016-05-01,True,Cluster1
Persona_26,2016-04-30 23:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Saturday,5,23,2016-04-30,True,Cluster1
Persona_27,2016-04-14 21:00:00,12.45,747.0,5.0,0.083333,85.0,56.0,Thursday,3,21,2016-04-14,False,Cluster1
Persona_9,2016-04-25 05:00:00,10.216666666666669,613.0,1.0,0.016667,58.0,6.0,Monday,0,5,2016-04-25,False,Cluster1
Persona_27,2016-04-15 05:00:00,10.016666666666667,601.0,0.0,0.0,68.0,0.0,Friday,4,5,2016-04-15,False,Cluster1
Persona_27,2016-04-24 16:00:00,13.233333333333333,794.0,7.0,0.116667,90.0,136.0,Sunday,6,16,2016-04-24,True,Cluster1
Persona_27,2016-04-29 23:00:00,12.083333333333334,725.0,1.0,0.016667,82.0,8.0,Friday,4,23,2016-04-29,False,Cluster1
Persona_9,2016-04-15 04:00:00,10.05,603.0,0.0,0.0,57.0,0.0,Friday,4,4,2016-04-15,False,Cluster1
Persona_26,2016-04-15 05:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Friday,4,5,2016-04-15,False,Cluster1
Persona_27,2016-05-01 02:00:00,10.233333333333333,614.0,1.0,0.016667,69.0,5.0,Sunday,6,2,2016-05-01,True,Cluster1
Persona_9,2016-04-14 21:00:00,13.683333333333334,821.0,7.0,0.116667,77.0,305.0,Thursday,3,21,2016-04-14,False,Cluster1
Persona_26,2016-04-25 06:00:00,23.5,1410.0,33.0,0.55,152.0,1036.0,Monday,0,6,2016-04-25,False,Cluster1
Persona_26,2016-04-14 20:00:00,17.066666666666666,1024.0,17.0,0.283333,111.0,238.0,Thursday,3,20,2016-04-14,False,Cluster1
Persona_26,2016-04-17 00:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Sunday,6,0,2016-04-17,True,Cluster1
Persona_26,2016-04-24 14:00:00,29.03333333333333,1742.0,46.0,0.766667,188.0,1364.0,Sunday,6,14,2016-04-24,True,Cluster1
Persona_26,2016-05-01 01:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Sunday,6,1,2016-05-01,True,Cluster1
Persona_27,2016-05-01 01:00:00,10.033333333333331,602.0,0.0,0.0,68.0,0.0,Sunday,6,1,2016-05-01,True,Cluster1
Persona_26,2016-04-24 15:00:00,29.866666666666667,1792.0,52.0,0.866667,194.0,1349.0,Sunday,6,15,2016-04-24,True,Cluster1
Persona_29,2016-04-29 22:00:00,13.433333333333334,806.0,11.0,0.183333,80.0,265.0,Friday,4,22,2016-04-29,False,Cluster1
Persona_29,2016-04-17 06:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Sunday,6,6,2016-04-17,True,Cluster1
Persona_9,2016-04-24 15:00:00,16.916666666666668,1015.0,15.0,0.25,95.0,211.0,Sunday,6,15,2016-04-24,True,Cluster1
Persona_27,2016-04-24 15:00:00,26.25,1575.0,27.0,0.45,178.0,1454.0,Sunday,6,15,2016-04-24,True,Cluster1
Persona_26,2016-04-14 21:00:00,10.783333333333331,647.0,2.0,0.033333,70.0,43.0,Thursday,3,21,2016-04-14,False,Cluster1
Persona_27,2016-04-17 06:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Sunday,6,6,2016-04-17,True,Cluster1
Persona_26,2016-05-01 00:00:00,10.0,600.0,0.0,0.0,65.0,0.0,Sunday,6,0,2016-05-01,True,Cluster1
Persona_9,2016-04-15 05:00:00,10.066666666666666,604.0,0.0,0.0,57.0,0.0,Friday,4,5,2016-04-15,False,Cluster1
Persona_29,2016-04-14 20:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Thursday,3,20,2016-04-14,False,Cluster1
Persona_27,2016-04-25 07:00:00,22.316666666666663,1339.0,27.0,0.45,152.0,717.0,Monday,0,7,2016-04-25,False,Cluster1
Persona_27,2016-04-14 19:00:00,18.0,1080.0,15.0,0.25,122.0,370.0,Thursday,3,19,2016-04-14,False,Cluster1
Persona_29,2016-04-25 07:00:00,10.233333333333333,614.0,1.0,0.016667,61.0,0.0,Monday,0,7,2016-04-25,False,Cluster1
Persona_26,2016-05-01 12:00:00,14.416666666666666,865.0,12.0,0.2,94.0,189.0,Sunday,6,12,2016-05-01,True,Cluster1
Persona_27,2016-04-14 17:00:00,43.15,2589.0,94.0,1.566667,293.0,956.0,Thursday,3,17,2016-04-14,False,Cluster1
Persona_26,2016-04-14 17:00:00,13.9,834.0,9.0,0.15,90.0,157.0,Thursday,3,17,2016-04-14,False,Cluster1
Persona_27,2016-04-16 23:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Saturday,5,23,2016-04-16,True,Cluster1
Persona_27,2016-04-17 08:00:00,10.0,600.0,0.0,0.0,68.0,0.0,Sunday,6,8,2016-04-17,True,Cluster1
Persona_9,2016-04-25 08:00:00,22.58333333333333,1355.0,28.0,0.466667,127.0,1111.0,Monday,0,8,2016-04-25,False,Cluster1
Persona_27,2016-05-01 12:00:00,19.15,1149.0,21.0,0.35,130.0,548.0,Sunday,6,12,2016-05-01,True,Cluster1
Persona_9,2016-04-24 09:00:00,18.166666666666668,1090.0,24.0,0.4,103.0,459.0,Sunday,6,9,2016-04-24,True,Cluster1
Persona_29,2016-04-25 08:00:00,18.933333333333334,1136.0,24.0,0.4,113.0,686.0,Monday,0,8,2016-04-25,False,Cluster1
Persona_29,2016-04-14 17:00:00,10.0,600.0,0.0,0.0,59.0,0.0,Thursday,3,17,2016-04-14,False,Cluster1
Persona_29,2016-04-29 18:00:00,10.766666666666667,646.0,3.0,0.05,64.0,33.0,Friday,4,18,2016-04-29,False,Cluster1
Persona_26,2016-05-01 11:00:00,10.616666666666667,637.0,2.0,0.033333,69.0,36.0,Sunday,6,11,2016-05-01,True,Cluster1
Persona_27,2016-05-01 11:00:00,13.683333333333334,821.0,5.0,0.083333,93.0,200.0,Sunday,6,11,2016-05-01,True,Cluster1
Persona_26,2016-04-24 09:00:00,31.133333333333333,1868.0,50.0,0.833333,202.0,1425.0,Sunday,6,9,2016-04-24,True,Cluster1
